	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	7.992699032738095e-05	0.009878976004464286	0.000209808349609375	0.00040514715786637933	0.00014595363451086956	7.992699032738095e-05	0.0023281958795362905	7.992699032738095e-05	0.6433793610217524	0.000335693359375
bxt_gmo__nrlmf	7.992699032738095e-05	1.0	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05
bxt_gmosa	0.009878976004464286	7.992699032738095e-05	1.0	0.09679158528645833	0.00014595363451086956	7.992699032738095e-05	0.00040514715786637933	0.062490609975961536	0.00040514715786637933	7.992699032738095e-05	0.0023281958795362905
bxt_gmosa__nrlmf	0.000209808349609375	7.992699032738095e-05	0.09679158528645833	1.0	0.7864585289588342	0.011656019422743056	0.008595784505208334	0.899932861328125	0.16216278076171875	7.992699032738095e-05	0.8518694031913325
bxt_gso	0.00040514715786637933	7.992699032738095e-05	0.00014595363451086956	0.7864585289588342	1.0	0.007185935974121094	0.31446774800618493	0.31446774800618493	0.23565673828124997	7.992699032738095e-05	0.4862415547273597
bxt_gso_1k__nrlmf	0.00014595363451086956	7.992699032738095e-05	7.992699032738095e-05	0.011656019422743056	0.007185935974121094	1.0	0.276436183763587	0.016331028293918918	0.09679158528645833	7.992699032738095e-05	0.00040514715786637933
bxt_gso__nrlmf	7.992699032738095e-05	7.992699032738095e-05	0.00040514715786637933	0.008595784505208334	0.31446774800618493	0.276436183763587	1.0	0.09679158528645833	0.6433793610217524	7.992699032738095e-05	0.009878976004464286
bxt_lmo	0.0023281958795362905	7.992699032738095e-05	0.062490609975961536	0.899932861328125	0.31446774800618493	0.016331028293918918	0.09679158528645833	1.0	0.030963295384457235	7.992699032738095e-05	0.8761907506872106
bxt_lmo__nrlmf	7.992699032738095e-05	7.992699032738095e-05	0.00040514715786637933	0.16216278076171875	0.23565673828124997	0.09679158528645833	0.6433793610217524	0.030963295384457235	1.0	7.992699032738095e-05	0.10648505632267441
bxt_lso	0.6433793610217524	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	7.992699032738095e-05	1.0	7.992699032738095e-05
bxt_lso__nrlmf	0.000335693359375	7.992699032738095e-05	0.0023281958795362905	0.8518694031913325	0.4862415547273597	0.00040514715786637933	0.009878976004464286	0.8761907506872106	0.10648505632267441	7.992699032738095e-05	1.0
