	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.006487217680633136	3.425442442602041e-05	0.0004607555912990196	3.425442442602041e-05	3.425442442602041e-05
bxt_gmo__nrlmf	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05
bxt_gmosa	3.425442442602041e-05	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05
bxt_gmosa__nrlmf	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.411224365234375
bxt_gso	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05	0.93988037109375	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05
bxt_gso_1k__nrlmf	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	1.0	0.36153541420990565	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05
bxt_gso__nrlmf	0.006487217680633136	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.36153541420990565	1.0	3.425442442602041e-05	0.000335693359375	3.425442442602041e-05	3.425442442602041e-05
bxt_lmo	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.93988037109375	3.425442442602041e-05	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05
bxt_lmo__nrlmf	0.0004607555912990196	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.000335693359375	3.425442442602041e-05	1.0	3.425442442602041e-05	3.425442442602041e-05
bxt_lso	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	1.0	3.425442442602041e-05
bxt_lso__nrlmf	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	0.411224365234375	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	3.425442442602041e-05	1.0
