	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.1705322265625	0.5076036955180921	0.6116564520474138	0.5076036955180921	0.44594764709472656	0.44594764709472656	0.7501759248621324	0.406524658203125	0.44594764709472656	0.5805558424729568
bxt_gmo__nrlmf	0.1705322265625	1.0	0.6116564520474138	0.7501759248621324	0.6067346643518519	0.5302276611328125	0.44594764709472656	0.8701243299119017	0.7445573806762695	0.5805558424729568	0.8701243299119017
bxt_gmosa	0.5076036955180921	0.6116564520474138	1.0	0.07664998372395834	0.9753475549086085	1.0	0.8701243299119017	0.7445573806762695	0.8132613332648027	0.8701243299119017	0.2707926432291667
bxt_gmosa__nrlmf	0.6116564520474138	0.7501759248621324	0.07664998372395834	1.0	0.5805558424729568	0.2707926432291667	0.2707926432291667	0.8959865570068359	0.44594764709472656	0.2707926432291667	0.8701243299119017
bxt_gso	0.5076036955180921	0.6067346643518519	0.9753475549086085	0.5805558424729568	1.0	0.6883392333984375	0.8132613332648027	0.8701243299119017	0.8701243299119017	0.9462860107421875	0.5805558424729568
bxt_gso_1k__nrlmf	0.44594764709472656	0.5302276611328125	1.0	0.2707926432291667	0.6883392333984375	1.0	0.9705158308440563	0.5805558424729568	0.921409762635523	1.0	0.15106201171875
bxt_gso__nrlmf	0.44594764709472656	0.44594764709472656	0.8701243299119017	0.2707926432291667	0.8132613332648027	0.9705158308440563	1.0	0.5805558424729568	0.9753475549086085	0.8701243299119017	0.0738525390625
bxt_lmo	0.7501759248621324	0.8701243299119017	0.7445573806762695	0.8959865570068359	0.8701243299119017	0.5805558424729568	0.5805558424729568	1.0	0.44594764709472656	0.8069229125976562	0.8701243299119017
bxt_lmo__nrlmf	0.406524658203125	0.7445573806762695	0.8132613332648027	0.44594764709472656	0.8701243299119017	0.921409762635523	0.9753475549086085	0.44594764709472656	1.0	0.7785208565848214	0.5076036955180921
bxt_lso	0.44594764709472656	0.5805558424729568	0.8701243299119017	0.2707926432291667	0.9462860107421875	1.0	0.8701243299119017	0.8069229125976562	0.7785208565848214	1.0	0.011749267578125
bxt_lso__nrlmf	0.5805558424729568	0.8701243299119017	0.2707926432291667	0.8701243299119017	0.5805558424729568	0.15106201171875	0.0738525390625	0.8701243299119017	0.5076036955180921	0.011749267578125	1.0
