	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.0026109483506944445	0.0937359149639423	0.1346722771139706	0.21384574271537163	0.0995091029575893	0.24586378638627485	0.11603078534526211	0.1981989542643229	0.3510337652162064	0.005155290876116072
bxt_gmo__nrlmf	0.0026109483506944445	1.0	0.0026109483506944445	0.0995091029575893	0.0026109483506944445	0.03875732421875	0.008205837673611112	0.003496805826822917	0.12703895568847656	0.01149749755859375	0.18333653041294642
bxt_gmosa	0.0937359149639423	0.0026109483506944445	1.0	0.008205837673611112	0.6306924625318878	0.0026109483506944445	0.002899169921875	0.8518694031913325	0.0026109483506944445	0.6953887939453125	0.0026109483506944445
bxt_gmosa__nrlmf	0.1346722771139706	0.0995091029575893	0.008205837673611112	1.0	0.01350766136532738	0.6306924625318878	0.4827416461447011	0.0026109483506944445	0.979949951171875	0.1346722771139706	0.8018792844286152
bxt_gso	0.21384574271537163	0.0026109483506944445	0.6306924625318878	0.01350766136532738	1.0	0.0026109483506944445	0.007343292236328125	0.8761907506872106	0.006154378255208334	0.372314453125	0.002899169921875
bxt_gso_1k__nrlmf	0.0995091029575893	0.03875732421875	0.0026109483506944445	0.6306924625318878	0.0026109483506944445	1.0	0.5426804562832447	0.009717439350328948	0.8518694031913325	0.073785400390625	0.24586378638627485
bxt_gso__nrlmf	0.24586378638627485	0.008205837673611112	0.002899169921875	0.4827416461447011	0.007343292236328125	0.5426804562832447	1.0	0.04364013671875	0.31014791349085363	0.24586378638627485	0.10574340820312501
bxt_lmo	0.11603078534526211	0.003496805826822917	0.8518694031913325	0.0026109483506944445	0.8761907506872106	0.009717439350328948	0.04364013671875	1.0	0.05720774332682292	0.45889282226562494	0.0026109483506944445
bxt_lmo__nrlmf	0.1981989542643229	0.12703895568847656	0.0026109483506944445	0.979949951171875	0.006154378255208334	0.8518694031913325	0.31014791349085363	0.05720774332682292	1.0	0.10574340820312501	0.3510337652162064
bxt_lso	0.3510337652162064	0.01149749755859375	0.6953887939453125	0.1346722771139706	0.372314453125	0.073785400390625	0.24586378638627485	0.45889282226562494	0.10574340820312501	1.0	0.004260723407451923
bxt_lso__nrlmf	0.005155290876116072	0.18333653041294642	0.0026109483506944445	0.8018792844286152	0.002899169921875	0.24586378638627485	0.10574340820312501	0.0026109483506944445	0.3510337652162064	0.004260723407451923	1.0
