	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.3060109991776316	0.00013987223307291668	0.921409762635523	0.0005245208740234375	0.3060109991776316	0.17430623372395834	0.004395984468005952	0.9753475549086085	0.6055162217881944	0.9753475549086085
bxt_gmo__nrlmf	0.3060109991776316	1.0	0.00013987223307291668	0.45622326078869047	0.000335693359375	0.17430623372395834	0.041821797688802086	0.0029152318050986842	0.24994768415178573	0.23271448471966913	0.39955697408536583
bxt_gmosa	0.00013987223307291668	0.00013987223307291668	1.0	0.00023978097098214287	0.018244204313858696	0.00013987223307291668	0.00013987223307291668	0.00013987223307291668	0.00013987223307291668	0.00013987223307291668	0.00013987223307291668
bxt_gmosa__nrlmf	0.921409762635523	0.45622326078869047	0.00023978097098214287	1.0	0.00013987223307291668	0.927731383080576	0.579681396484375	0.14518737792968753	0.8086363474527996	0.927731383080576	0.32605293469551283
bxt_gso	0.0005245208740234375	0.000335693359375	0.018244204313858696	0.00013987223307291668	1.0	0.00013987223307291668	0.00013987223307291668	0.005340576171875	0.00023978097098214287	0.002331203884548611	0.00013987223307291668
bxt_gso_1k__nrlmf	0.3060109991776316	0.17430623372395834	0.00013987223307291668	0.927731383080576	0.00013987223307291668	1.0	0.4802366744640261	0.0009873334099264705	0.9980971724898727	0.6315048881199049	0.17430623372395834
bxt_gso__nrlmf	0.17430623372395834	0.041821797688802086	0.00013987223307291668	0.579681396484375	0.00013987223307291668	0.4802366744640261	1.0	0.1071636493389423	0.3468132019042969	0.6575304396609043	0.13322053132233797
bxt_lmo	0.004395984468005952	0.0029152318050986842	0.00013987223307291668	0.14518737792968753	0.005340576171875	0.0009873334099264705	0.1071636493389423	1.0	0.073785400390625	0.17430623372395834	0.00360870361328125
bxt_lmo__nrlmf	0.9753475549086085	0.24994768415178573	0.00013987223307291668	0.8086363474527996	0.00023978097098214287	0.9980971724898727	0.3468132019042969	0.073785400390625	1.0	1.0	0.2679019504123264
bxt_lso	0.6055162217881944	0.23271448471966913	0.00013987223307291668	0.927731383080576	0.002331203884548611	0.6315048881199049	0.6575304396609043	0.17430623372395834	1.0	1.0	0.17430623372395834
bxt_lso__nrlmf	0.9753475549086085	0.39955697408536583	0.00013987223307291668	0.32605293469551283	0.00013987223307291668	0.17430623372395834	0.13322053132233797	0.00360870361328125	0.2679019504123264	0.17430623372395834	1.0
