	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.632171630859375	0.632171630859375
bxt_sgso	0.632171630859375	1.0	0.632171630859375
bxt_sgso_us	0.632171630859375	0.632171630859375	1.0
