	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.00950168918918919	0.00950168918918919	0.017578125	0.00950168918918919	0.40061773255813954	0.00950168918918919	0.0428734756097561	0.00950168918918919	0.00950168918918919
bxt_gmo__nrlmf	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_gmosa	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.017578125	0.00950168918918919	0.33482142857142855	0.00950168918918919
bxt_gmosa__nrlmf	0.017578125	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.84375
bxt_gso	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.6373755760130233	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_gso__nrlmf	0.40061773255813954	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_lmo	0.00950168918918919	0.00950168918918919	0.017578125	0.00950168918918919	0.6373755760130233	0.00950168918918919	1.0	0.00950168918918919	0.017578125	0.00950168918918919
bxt_lmo__nrlmf	0.0428734756097561	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919
bxt_lso	0.00950168918918919	0.00950168918918919	0.33482142857142855	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.017578125	0.00950168918918919	1.0	0.00950168918918919
bxt_lso__nrlmf	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.84375	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0
