	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.390625	0.01953125	0.4404375910313341	0.03515625	0.3214285714285714	0.6087675062432115	0.7767078488372092	0.2835181451612903	0.01953125
bxt_gmo__nrlmf	0.390625	1.0	0.01953125	0.2835181451612903	0.01953125	0.7767078488372092	0.3214285714285714	0.2835181451612903	0.703125	0.01953125
bxt_gmosa	0.01953125	0.01953125	1.0	0.01953125	0.2835181451612903	0.01953125	0.01953125	0.01953125	0.01953125	0.01953125
bxt_gmosa__nrlmf	0.4404375910313341	0.2835181451612903	0.01953125	1.0	0.01953125	0.15285326086956522	1.0	0.5729682450713308	0.15285326086956522	0.0370506012705134
bxt_gso	0.03515625	0.01953125	0.2835181451612903	0.01953125	1.0	0.01953125	0.03515625	0.01953125	0.01953125	0.01953125
bxt_gso__nrlmf	0.3214285714285714	0.7767078488372092	0.01953125	0.15285326086956522	0.01953125	1.0	0.3214285714285714	0.2835181451612903	0.9086952571653052	0.01953125
bxt_lmo	0.6087675062432115	0.3214285714285714	0.01953125	1.0	0.03515625	0.3214285714285714	1.0	0.703125	0.3214285714285714	0.2835181451612903
bxt_lmo__nrlmf	0.7767078488372092	0.2835181451612903	0.01953125	0.5729682450713308	0.01953125	0.2835181451612903	0.703125	1.0	0.2835181451612903	0.2783203125
bxt_lso	0.2835181451612903	0.703125	0.01953125	0.15285326086956522	0.01953125	0.9086952571653052	0.3214285714285714	0.2835181451612903	1.0	0.01953125
bxt_lso__nrlmf	0.01953125	0.01953125	0.01953125	0.0370506012705134	0.01953125	0.01953125	0.2835181451612903	0.2783203125	0.01953125	1.0
