	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.40061773255813954	0.012555803571428572	0.29605263157894735	0.012555803571428572	0.10986328125	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.16838900746983954
bxt_gmo__nrlmf	0.40061773255813954	1.0	0.012555803571428572	0.2668865687172312	0.012555803571428572	0.5880007683108941	0.012555803571428572	0.29605263157894735	0.012555803571428572	0.3023455367916125
bxt_gmosa	0.012555803571428572	0.012555803571428572	1.0	0.012555803571428572	0.40061773255813954	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.012555803571428572
bxt_gmosa__nrlmf	0.29605263157894735	0.2668865687172312	0.012555803571428572	1.0	0.012555803571428572	0.40061773255813954	0.012555803571428572	0.2585018382352941	0.012555803571428572	0.640625
bxt_gso	0.012555803571428572	0.012555803571428572	0.40061773255813954	0.012555803571428572	1.0	0.012555803571428572	0.05670362903225806	0.012555803571428572	0.05670362903225806	0.012555803571428572
bxt_gso__nrlmf	0.10986328125	0.5880007683108941	0.012555803571428572	0.40061773255813954	0.012555803571428572	1.0	0.012555803571428572	0.026617657810656108	0.012555803571428572	0.29605263157894735
bxt_lmo	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.05670362903225806	0.012555803571428572	1.0	0.012555803571428572	0.012555803571428572	0.012555803571428572
bxt_lmo__nrlmf	0.012555803571428572	0.29605263157894735	0.012555803571428572	0.2585018382352941	0.012555803571428572	0.026617657810656108	0.012555803571428572	1.0	0.012555803571428572	0.36652580582122024
bxt_lso	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.012555803571428572	0.05670362903225806	0.012555803571428572	0.012555803571428572	0.012555803571428572	1.0	0.012555803571428572
bxt_lso__nrlmf	0.16838900746983954	0.3023455367916125	0.012555803571428572	0.640625	0.012555803571428572	0.29605263157894735	0.012555803571428572	0.36652580582122024	0.012555803571428572	1.0
