	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.26254073916903486	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714
bxt_gmo__nrlmf	0.008370535714285714	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.5265783710669812
bxt_gmosa	0.008370535714285714	0.008370535714285714	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714
bxt_gmosa__nrlmf	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714
bxt_gso	0.26254073916903486	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714
bxt_gso__nrlmf	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714
bxt_lmo	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0	0.017951443639744817	0.008370535714285714	0.008370535714285714
bxt_lmo__nrlmf	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.017951443639744817	1.0	0.008370535714285714	0.008370535714285714
bxt_lso	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0	0.008370535714285714
bxt_lso__nrlmf	0.008370535714285714	0.5265783710669812	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	0.008370535714285714	1.0
