	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.05859375	0.615234375	0.017578125	0.20689131002434102	0.017578125	0.017578125	0.3800675675675676	0.017578125	0.017578125
bxt_gmo__nrlmf	0.05859375	1.0	0.0793850806451613	0.03636853448275862	0.1491477272727273	0.03636853448275862	0.615234375	0.10986328125	0.5458470394736842	0.03636853448275862
bxt_gmosa	0.615234375	0.0793850806451613	1.0	0.028124999999999997	0.966796875	0.028124999999999997	0.017578125	1.0	0.017578125	0.03636853448275862
bxt_gmosa__nrlmf	0.017578125	0.03636853448275862	0.028124999999999997	1.0	0.017578125	0.966796875	0.017578125	0.028124999999999997	0.017578125	0.19646139705882354
bxt_gso	0.20689131002434102	0.1491477272727273	0.966796875	0.017578125	1.0	0.017578125	0.017578125	0.703125	0.017578125	0.017578125
bxt_gso__nrlmf	0.017578125	0.03636853448275862	0.028124999999999997	0.966796875	0.017578125	1.0	0.017578125	0.028124999999999997	0.017578125	0.3800675675675676
bxt_lmo	0.017578125	0.615234375	0.017578125	0.017578125	0.017578125	0.017578125	1.0	0.017578125	0.7221935921839565	0.017578125
bxt_lmo__nrlmf	0.3800675675675676	0.10986328125	1.0	0.028124999999999997	0.703125	0.028124999999999997	0.017578125	1.0	0.017578125	0.028124999999999997
bxt_lso	0.017578125	0.5458470394736842	0.017578125	0.017578125	0.017578125	0.017578125	0.7221935921839565	0.017578125	1.0	0.017578125
bxt_lso__nrlmf	0.017578125	0.03636853448275862	0.03636853448275862	0.19646139705882354	0.017578125	0.3800675675675676	0.017578125	0.028124999999999997	0.017578125	1.0
