	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.3125	0.0087890625	0.025111607142857144	0.0087890625	0.0087890625
bxt_gmo__nrlmf	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625
bxt_gmosa	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.15181107954545456	0.0087890625
bxt_gmosa__nrlmf	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0373519884943302
bxt_gso	0.0087890625	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625	0.025111607142857144	0.0087890625
bxt_gso__nrlmf	0.3125	0.0087890625	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625	0.0087890625
bxt_lmo	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625	0.0087890625
bxt_lmo__nrlmf	0.025111607142857144	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625	0.0087890625
bxt_lso	0.0087890625	0.0087890625	0.15181107954545456	0.0087890625	0.025111607142857144	0.0087890625	0.0087890625	0.0087890625	1.0	0.0087890625
bxt_lso__nrlmf	0.0087890625	0.0087890625	0.0087890625	0.0373519884943302	0.0087890625	0.0087890625	0.0087890625	0.0087890625	0.0087890625	1.0
