	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.546875	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_gmo__nrlmf	0.00950168918918919	1.0	0.00950168918918919	0.06310096153846154	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.10151502817239873	0.00950168918918919
bxt_gmosa	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.20439680232558138	0.06569764509296408	0.00950168918918919	0.00950168918918919
bxt_gmosa__nrlmf	0.00950168918918919	0.06310096153846154	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.31960227272727276	0.00950168918918919
bxt_gso	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.020475332281073195	0.00950168918918919	0.00950168918918919
bxt_gso__nrlmf	0.546875	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_lmo	0.00950168918918919	0.00950168918918919	0.20439680232558138	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.20439680232558138	0.00950168918918919	0.00950168918918919
bxt_lmo__nrlmf	0.00950168918918919	0.00950168918918919	0.06569764509296408	0.00950168918918919	0.020475332281073195	0.00950168918918919	0.20439680232558138	1.0	0.00950168918918919	0.00950168918918919
bxt_lso	0.00950168918918919	0.10151502817239873	0.00950168918918919	0.31960227272727276	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919
bxt_lso__nrlmf	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0
