	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.01171875	0.01171875	0.01171875	0.022681451612903226	0.01171875	0.032958984375	0.01171875	0.12620192307692307	0.01171875
bxt_gmo__nrlmf	0.01171875	1.0	0.01171875	0.01171875	0.01171875	0.01171875	0.01171875	0.01171875	0.01171875	0.01171875
bxt_gmosa	0.01171875	0.01171875	1.0	0.01171875	0.8629261363636364	0.01171875	0.01171875	0.01171875	0.048828125	0.01171875
bxt_gmosa__nrlmf	0.01171875	0.01171875	0.01171875	1.0	0.01171875	1.0	0.01171875	0.09251644736842106	0.01171875	0.20926339285714285
bxt_gso	0.022681451612903226	0.01171875	0.8629261363636364	0.01171875	1.0	0.01171875	0.048828125	0.048828125	0.08355840120350051	0.01171875
bxt_gso__nrlmf	0.01171875	0.01171875	0.01171875	1.0	0.01171875	1.0	0.01171875	0.048828125	0.01171875	0.1669921875
bxt_lmo	0.032958984375	0.01171875	0.01171875	0.01171875	0.048828125	0.01171875	1.0	0.01171875	0.20926339285714285	0.01171875
bxt_lmo__nrlmf	0.01171875	0.01171875	0.01171875	0.09251644736842106	0.048828125	0.048828125	0.01171875	1.0	0.01171875	0.48237645348837205
bxt_lso	0.12620192307692307	0.01171875	0.048828125	0.01171875	0.08355840120350051	0.01171875	0.20926339285714285	0.01171875	1.0	0.01171875
bxt_lso__nrlmf	0.01171875	0.01171875	0.01171875	0.20926339285714285	0.01171875	0.1669921875	0.01171875	0.48237645348837205	0.01171875	1.0
