	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.013521634615384616	0.013521634615384616	0.02197265625	0.013521634615384616	0.022884194902375924	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.02197265625
bxt_gmo__nrlmf	0.013521634615384616	1.0	0.41015625	0.013521634615384616	0.41015625	0.02197265625	0.5723110465116279	0.022884194902375924	0.09251644736842106	0.013521634615384616
bxt_gmosa	0.013521634615384616	0.41015625	1.0	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.04750844594594595	0.013521634615384616
bxt_gmosa__nrlmf	0.02197265625	0.013521634615384616	0.013521634615384616	1.0	0.02197265625	0.10672092705303456	0.013521634615384616	0.04750844594594595	0.013521634615384616	0.41015625
bxt_gso	0.013521634615384616	0.41015625	0.013521634615384616	0.02197265625	1.0	0.02197265625	0.5884803643425889	0.013521634615384616	0.013521634615384616	0.013521634615384616
bxt_gso__nrlmf	0.022884194902375924	0.02197265625	0.013521634615384616	0.10672092705303456	0.02197265625	1.0	0.013521634615384616	0.6740473527050261	0.013521634615384616	0.04750844594594595
bxt_lmo	0.013521634615384616	0.5723110465116279	0.013521634615384616	0.013521634615384616	0.5884803643425889	0.013521634615384616	1.0	0.013521634615384616	0.013521634615384616	0.013521634615384616
bxt_lmo__nrlmf	0.013521634615384616	0.022884194902375924	0.013521634615384616	0.04750844594594595	0.013521634615384616	0.6740473527050261	0.013521634615384616	1.0	0.013521634615384616	0.02197265625
bxt_lso	0.013521634615384616	0.09251644736842106	0.04750844594594595	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.013521634615384616	0.013521634615384616	1.0	0.013521634615384616
bxt_lso__nrlmf	0.02197265625	0.013521634615384616	0.013521634615384616	0.41015625	0.013521634615384616	0.04750844594594595	0.013521634615384616	0.02197265625	0.013521634615384616	1.0
