	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.04056490384615385	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.2954455767478357
bxt_gmo__nrlmf	0.015980113636363636	1.0	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636
bxt_gmosa	0.015980113636363636	0.015980113636363636	1.0	0.028124999999999997	0.015980113636363636	0.028124999999999997	0.05859375	0.07457386363636365	0.06105880648562817	0.05859375
bxt_gmosa__nrlmf	0.015980113636363636	0.015980113636363636	0.028124999999999997	1.0	0.13671875	0.3429878048780488	1.0	0.015980113636363636	0.10340073529411765	0.49386160714285715
bxt_gso	0.04056490384615385	0.015980113636363636	0.015980113636363636	0.13671875	1.0	0.0414733252232756	0.05859375	0.015980113636363636	0.015980113636363636	0.7590553977272727
bxt_gso__nrlmf	0.015980113636363636	0.015980113636363636	0.028124999999999997	0.3429878048780488	0.0414733252232756	1.0	0.7590553977272727	0.015980113636363636	0.19633312990591217	0.28846153846153844
bxt_lmo	0.015980113636363636	0.015980113636363636	0.05859375	1.0	0.05859375	0.7590553977272727	1.0	0.015980113636363636	0.28846153846153844	0.07457386363636365
bxt_lmo__nrlmf	0.015980113636363636	0.015980113636363636	0.07457386363636365	0.015980113636363636	0.015980113636363636	0.015980113636363636	0.015980113636363636	1.0	0.028124999999999997	0.015980113636363636
bxt_lso	0.015980113636363636	0.015980113636363636	0.06105880648562817	0.10340073529411765	0.015980113636363636	0.19633312990591217	0.28846153846153844	0.028124999999999997	1.0	0.13671875
bxt_lso__nrlmf	0.2954455767478357	0.015980113636363636	0.05859375	0.49386160714285715	0.7590553977272727	0.28846153846153844	0.07457386363636365	0.015980113636363636	0.13671875	1.0
