	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.20241477272727273	0.01953125	0.01953125	0.01953125	0.01953125	0.0703125	0.01953125	0.01953125	0.01953125
bxt_gmo__nrlmf	0.20241477272727273	1.0	0.16971982758620688	0.4306640625	0.20241477272727273	0.49386160714285715	0.9453125	0.670421511627907	0.01953125	0.20241477272727273
bxt_gmosa	0.01953125	0.16971982758620688	1.0	0.01953125	0.7421317789294213	0.01953125	0.01953125	0.01953125	0.29605263157894735	0.2511160714285714
bxt_gmosa__nrlmf	0.01953125	0.4306640625	0.01953125	1.0	0.01953125	0.29605263157894735	0.09465144230769232	0.29172392496187816	0.0703125	0.01953125
bxt_gso	0.01953125	0.20241477272727273	0.7421317789294213	0.01953125	1.0	0.03700657894736842	0.01953125	0.01953125	0.49386160714285715	0.16971982758620688
bxt_gso__nrlmf	0.01953125	0.49386160714285715	0.01953125	0.29605263157894735	0.03700657894736842	1.0	0.20241477272727273	0.0703125	0.0703125	0.13020833333333334
bxt_lmo	0.0703125	0.9453125	0.01953125	0.09465144230769232	0.01953125	0.20241477272727273	1.0	0.4306640625	0.0370506012705134	0.01953125
bxt_lmo__nrlmf	0.01953125	0.670421511627907	0.01953125	0.29172392496187816	0.01953125	0.0703125	0.4306640625	1.0	0.0370506012705134	0.01953125
bxt_lso	0.01953125	0.01953125	0.29605263157894735	0.0703125	0.49386160714285715	0.0703125	0.0370506012705134	0.0370506012705134	1.0	0.2511160714285714
bxt_lso__nrlmf	0.01953125	0.20241477272727273	0.2511160714285714	0.01953125	0.16971982758620688	0.13020833333333334	0.01953125	0.01953125	0.2511160714285714	1.0
