	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.02068014705882353	0.02068014705882353	0.03515625	0.02068014705882353	0.3125	0.02068014705882353	0.966796875	0.02068014705882353	0.02068014705882353
bxt_gmo__nrlmf	0.02068014705882353	1.0	0.02068014705882353	0.02068014705882353	0.02068014705882353	0.02068014705882353	0.02068014705882353	0.02068014705882353	0.02068014705882353	0.02068014705882353
bxt_gmosa	0.02068014705882353	0.02068014705882353	1.0	0.670421511627907	0.3125	0.5185546875	0.03515625	0.0703125	0.5859375	0.2663352272727273
bxt_gmosa__nrlmf	0.03515625	0.02068014705882353	0.670421511627907	1.0	0.0703125	0.1587701612903226	0.03515625	0.02068014705882353	0.45333059210526316	0.3125
bxt_gso	0.02068014705882353	0.02068014705882353	0.3125	0.0703125	1.0	0.0703125	0.1171875	0.02068014705882353	0.5185546875	0.5859375
bxt_gso__nrlmf	0.3125	0.02068014705882353	0.5185546875	0.1587701612903226	0.0703125	1.0	0.05022321428571429	0.2663352272727273	0.3800675675675676	0.1171875
bxt_lmo	0.02068014705882353	0.02068014705882353	0.03515625	0.03515625	0.1171875	0.05022321428571429	1.0	0.02068014705882353	0.114505957204797	0.1171875
bxt_lmo__nrlmf	0.966796875	0.02068014705882353	0.0703125	0.02068014705882353	0.02068014705882353	0.2663352272727273	0.02068014705882353	1.0	0.114505957204797	0.0703125
bxt_lso	0.02068014705882353	0.02068014705882353	0.5859375	0.45333059210526316	0.5185546875	0.3800675675675676	0.114505957204797	0.114505957204797	1.0	1.0
bxt_lso__nrlmf	0.02068014705882353	0.02068014705882353	0.2663352272727273	0.3125	0.5859375	0.1171875	0.1171875	0.0703125	1.0	1.0
