	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.05670362903225806	0.0146484375	0.10044642857142858	0.0146484375	0.05670362903225806	0.0146484375	0.28846153846153844	0.0146484375	0.23754222972972974
bxt_gmo__nrlmf	0.05670362903225806	1.0	0.0146484375	0.026041666666666668	0.0146484375	0.03766741071428571	0.0146484375	0.05670362903225806	0.0146484375	0.076904296875
bxt_gmosa	0.0146484375	0.0146484375	1.0	0.0146484375	0.3515625	0.0146484375	0.84375	0.0146484375	0.185546875	0.0146484375
bxt_gmosa__nrlmf	0.10044642857142858	0.026041666666666668	0.0146484375	1.0	0.0146484375	0.670421511627907	0.0146484375	0.026041666666666668	0.0146484375	0.026041666666666668
bxt_gso	0.0146484375	0.0146484375	0.3515625	0.0146484375	1.0	0.0146484375	0.5859375	0.0146484375	0.10044642857142858	0.0146484375
bxt_gso__nrlmf	0.05670362903225806	0.03766741071428571	0.0146484375	0.670421511627907	0.0146484375	1.0	0.0146484375	0.09322382536435676	0.0146484375	0.2458165764500814
bxt_lmo	0.0146484375	0.0146484375	0.84375	0.0146484375	0.5859375	0.0146484375	1.0	0.0146484375	0.42016006097560976	0.0146484375
bxt_lmo__nrlmf	0.28846153846153844	0.05670362903225806	0.0146484375	0.026041666666666668	0.0146484375	0.09322382536435676	0.0146484375	1.0	0.0146484375	0.84375
bxt_lso	0.0146484375	0.0146484375	0.185546875	0.0146484375	0.10044642857142858	0.0146484375	0.42016006097560976	0.0146484375	1.0	0.0146484375
bxt_lso__nrlmf	0.23754222972972974	0.076904296875	0.0146484375	0.026041666666666668	0.0146484375	0.2458165764500814	0.0146484375	0.84375	0.0146484375	1.0
