	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.017578125	0.017578125	0.017578125	0.017578125	0.017578125	0.017578125	0.017578125	0.017578125	0.017578125
bxt_gmo__nrlmf	0.017578125	1.0	0.04056490384615385	0.03382880985568615	0.017578125	0.03382880985568615	0.017578125	0.06277901785714285	0.017578125	0.017578125
bxt_gmosa	0.017578125	0.04056490384615385	1.0	0.11340725806451613	0.017578125	0.1491477272727273	0.4655827702702703	0.9453125	0.6551846590909091	0.08485991379310344
bxt_gmosa__nrlmf	0.017578125	0.03382880985568615	0.11340725806451613	1.0	0.6551846590909091	0.5059070121951219	0.1491477272727273	0.017578125	0.033482142857142856	0.5059070121951219
bxt_gso	0.017578125	0.017578125	0.017578125	0.6551846590909091	1.0	0.4655827702702703	0.04056490384615385	0.017578125	0.017578125	0.11340725806451613
bxt_gso__nrlmf	0.017578125	0.03382880985568615	0.1491477272727273	0.5059070121951219	0.4655827702702703	1.0	0.4017857142857143	0.017578125	0.04056490384615385	0.6551846590909091
bxt_lmo	0.017578125	0.017578125	0.4655827702702703	0.1491477272727273	0.04056490384615385	0.4017857142857143	1.0	0.5059070121951219	0.06277901785714285	0.19646139705882354
bxt_lmo__nrlmf	0.017578125	0.06277901785714285	0.9453125	0.017578125	0.017578125	0.017578125	0.5059070121951219	1.0	0.5059070121951219	0.017578125
bxt_lso	0.017578125	0.017578125	0.6551846590909091	0.033482142857142856	0.017578125	0.04056490384615385	0.06277901785714285	0.5059070121951219	1.0	0.017578125
bxt_lso__nrlmf	0.017578125	0.017578125	0.08485991379310344	0.5059070121951219	0.11340725806451613	0.6551846590909091	0.19646139705882354	0.017578125	0.017578125	1.0
