	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.010653409090909092	0.010653409090909092	0.546875	0.010653409090909092	0.123046875	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.06476151315789473
bxt_gmo__nrlmf	0.010653409090909092	1.0	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.01953125	0.010653409090909092	0.20439680232558138	0.010653409090909092	0.01953125
bxt_gmosa	0.010653409090909092	0.010653409090909092	1.0	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092
bxt_gmosa__nrlmf	0.546875	0.010653409090909092	0.010653409090909092	1.0	0.010653409090909092	0.01953125	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.123046875
bxt_gso	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	1.0	0.010653409090909092	0.028505067567567568	0.010653409090909092	0.20439680232558138	0.010653409090909092
bxt_gso__nrlmf	0.123046875	0.01953125	0.010653409090909092	0.01953125	0.010653409090909092	1.0	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.5401085372867708
bxt_lmo	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.028505067567567568	0.010653409090909092	1.0	0.010653409090909092	0.20439680232558138	0.010653409090909092
bxt_lmo__nrlmf	0.010653409090909092	0.20439680232558138	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	1.0	0.010653409090909092	0.010653409090909092
bxt_lso	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.010653409090909092	0.20439680232558138	0.010653409090909092	0.20439680232558138	0.010653409090909092	1.0	0.010653409090909092
bxt_lso__nrlmf	0.06476151315789473	0.01953125	0.010653409090909092	0.123046875	0.010653409090909092	0.5401085372867708	0.010653409090909092	0.010653409090909092	0.010653409090909092	1.0
