	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.010340073529411764	0.010340073529411764	0.08370535714285714	0.010340073529411764	0.0439453125	0.05482314488935581	0.010340073529411764	0.010340073529411764	0.01953125
bxt_gmo__nrlmf	0.010340073529411764	1.0	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764
bxt_gmosa	0.010340073529411764	0.010340073529411764	1.0	0.010340073529411764	0.0439453125	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.0439453125	0.010340073529411764
bxt_gmosa__nrlmf	0.08370535714285714	0.010340073529411764	0.010340073529411764	1.0	0.010340073529411764	0.0439453125	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.4714133522727273
bxt_gso	0.010340073529411764	0.010340073529411764	0.0439453125	0.010340073529411764	1.0	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.6236388261276493	0.010340073529411764
bxt_gso__nrlmf	0.0439453125	0.010340073529411764	0.010340073529411764	0.0439453125	0.010340073529411764	1.0	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.26162790697674415
bxt_lmo	0.05482314488935581	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	1.0	0.010340073529411764	0.01953125	0.010340073529411764
bxt_lmo__nrlmf	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	0.010340073529411764	1.0	0.010340073529411764	0.010340073529411764
bxt_lso	0.010340073529411764	0.010340073529411764	0.0439453125	0.010340073529411764	0.6236388261276493	0.010340073529411764	0.01953125	0.010340073529411764	1.0	0.010340073529411764
bxt_lso__nrlmf	0.01953125	0.010340073529411764	0.010340073529411764	0.4714133522727273	0.010340073529411764	0.26162790697674415	0.010340073529411764	0.010340073529411764	0.010340073529411764	1.0
