	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.009251644736842105	0.009251644736842105	0.017578125	0.009251644736842105	0.41015625	0.009251644736842105	0.0428734756097561	0.009251644736842105	0.009251644736842105
bxt_gmo__nrlmf	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105
bxt_gmosa	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.017578125	0.009251644736842105	0.48237645348837205	0.009251644736842105
bxt_gmosa__nrlmf	0.017578125	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.84375
bxt_gso	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105	0.7590553977272727	0.009251644736842105	0.009251644736842105	0.009251644736842105
bxt_gso__nrlmf	0.41015625	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105
bxt_lmo	0.009251644736842105	0.009251644736842105	0.017578125	0.009251644736842105	0.7590553977272727	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105	0.009251644736842105
bxt_lmo__nrlmf	0.0428734756097561	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105	0.009251644736842105
bxt_lso	0.009251644736842105	0.009251644736842105	0.48237645348837205	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	1.0	0.009251644736842105
bxt_lso__nrlmf	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.84375	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	0.009251644736842105	1.0
