	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.00950168918918919	0.00950168918918919	0.060022865853658534	0.00950168918918919	0.20926339285714285	0.00950168918918919	0.0439453125	0.00950168918918919	0.00950168918918919
bxt_gmo__nrlmf	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_gmosa	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.018028846153846152	0.00950168918918919	0.5723110465116279	0.00950168918918919
bxt_gmosa__nrlmf	0.060022865853658534	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0
bxt_gso	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.5880007683108941	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_gso__nrlmf	0.20926339285714285	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919
bxt_lmo	0.00950168918918919	0.00950168918918919	0.018028846153846152	0.00950168918918919	0.5880007683108941	0.00950168918918919	1.0	0.00950168918918919	0.018028846153846152	0.00950168918918919
bxt_lmo__nrlmf	0.0439453125	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919
bxt_lso	0.00950168918918919	0.00950168918918919	0.5723110465116279	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.018028846153846152	0.00950168918918919	1.0	0.00950168918918919
bxt_lso__nrlmf	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	0.00950168918918919	1.0
