	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.0482940673828125	7.62939453125e-05	0.04573475230823864	0.00013078962053571428	0.12067354642427884
brf_gso	0.0482940673828125	1.0	7.62939453125e-05	0.0009663899739583334	7.62939453125e-05	0.0015106201171875
brf_gso__nrlmf	7.62939453125e-05	7.62939453125e-05	1.0	7.62939453125e-05	0.2065822056361607	7.62939453125e-05
brf_lmo	0.04573475230823864	0.0009663899739583334	7.62939453125e-05	1.0	0.00057220458984375	0.705718994140625
brf_lmo__nrlmf	0.00013078962053571428	7.62939453125e-05	0.2065822056361607	0.00057220458984375	1.0	7.62939453125e-05
brf_lso	0.12067354642427884	0.0015106201171875	7.62939453125e-05	0.705718994140625	7.62939453125e-05	1.0
