	brf_gmo	brf_gmo__nrlmf	brf_gmosa	brf_gmosa__nrlmf	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf
brf_gmo	1.0	3.4179687499999996e-05	3.4179687499999996e-05	0.0006244365985576923	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05
brf_gmo__nrlmf	3.4179687499999996e-05	1.0	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05
brf_gmosa	3.4179687499999996e-05	3.4179687499999996e-05	1.0	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05
brf_gmosa__nrlmf	0.0006244365985576923	3.4179687499999996e-05	3.4179687499999996e-05	1.0	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05
brf_gso	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	1.0	3.4179687499999996e-05	0.4637451171875	3.4179687499999996e-05
brf_gso__nrlmf	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	1.0	3.4179687499999996e-05	0.002215350115740741
brf_lmo	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	0.4637451171875	3.4179687499999996e-05	1.0	3.4179687499999996e-05
brf_lmo__nrlmf	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	3.4179687499999996e-05	0.002215350115740741	3.4179687499999996e-05	1.0
