	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.0029296875	0.18479567307692307	0.0029296875	0.0029296875	0.2490234375
brf_gso	0.0029296875	1.0	0.0029296875	0.625	0.0029296875	0.0029296875
brf_gso__nrlmf	0.18479567307692307	0.0029296875	1.0	0.0029296875	0.045517684083435705	0.01864346590909091
brf_lmo	0.0029296875	0.625	0.0029296875	1.0	0.0029296875	0.0029296875
brf_lmo__nrlmf	0.0029296875	0.0029296875	0.045517684083435705	0.0029296875	1.0	0.0029296875
brf_lso	0.2490234375	0.0029296875	0.01864346590909091	0.0029296875	0.0029296875	1.0
