	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.431640625	0.0029296875	0.0029296875	0.0029296875	0.0341796875
brf_gso	0.431640625	1.0	0.0029296875	0.0029296875	0.0029296875	0.20717075892857142
brf_gso__nrlmf	0.0029296875	0.0029296875	1.0	0.09690504807692307	0.0029296875	0.0029296875
brf_lmo	0.0029296875	0.0029296875	0.09690504807692307	1.0	0.00922563352016319	0.0029296875
brf_lmo__nrlmf	0.0029296875	0.0029296875	0.0029296875	0.00922563352016319	1.0	0.0029296875
brf_lso	0.0341796875	0.20717075892857142	0.0029296875	0.0029296875	0.0029296875	1.0
