	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.596588134765625	0.0019683837890625
bxt_sgso	0.596588134765625	1.0	0.0019683837890625
bxt_sgso_us	0.0019683837890625	0.0019683837890625	1.0
