	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.44677734375	0.1329345703125
bxt_sgso	0.44677734375	1.0	0.49542236328125
bxt_sgso_us	0.1329345703125	0.49542236328125	1.0
