	brf_gmo__nrlmf_y_reconstruction	brf_gmo__regressor_to_classifier	brf_gmosa__regressor_to_classifier	brf_gso__nrlmf_y_reconstruction	brf_gso__regressor_to_classifier	brf_lmo__nrlmf_y_reconstruction	brf_lmo__regressor_to_classifier	brf_lso__regressor_to_classifier	brf_sgso__regressor_to_classifier	brf_sgso_us__regressor_to_classifier	bxt_gmo__regressor_to_classifier	bxt_gmosa__regressor_to_classifier	bxt_gso__nrlmf_y_reconstruction	bxt_gso__regressor_to_classifier	bxt_lmo__nrlmf_y_reconstruction	bxt_lmo__regressor_to_classifier	bxt_lso__nrlmf_y_reconstruction	bxt_lso__regressor_to_classifier	bxt_sgso__regressor_to_classifier	bxt_sgso_us__regressor_to_classifier	nrlmf__
brf_gmo__nrlmf_y_reconstruction	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.07477327659432781	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.4080742385786802	0.008820564516129033
brf_gmo__regressor_to_classifier	0.008820564516129033	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_gmosa__regressor_to_classifier	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_gso__nrlmf_y_reconstruction	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.04317434210526316	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.20926339285714285	0.008820564516129033
brf_gso__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.04317434210526316	0.017546791443850268	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_lmo__nrlmf_y_reconstruction	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.04317434210526316	0.008820564516129033	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.08456829896907216	0.008820564516129033
brf_lmo__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.04317434210526316	0.008820564516129033	1.0	0.08456829896907216	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_lso__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.017546791443850268	0.008820564516129033	0.08456829896907216	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_sgso__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
brf_sgso_us__regressor_to_classifier	0.07477327659432781	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
bxt_gmo__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	0.04317434210526316	0.008820564516129033	0.06012761780104712	0.008820564516129033	0.11778846153846154	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033
bxt_gmosa__regressor_to_classifier	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	0.008820564516129033	1.0	0.008820564516129033	1.0	0.008820564516129033	1.0	0.008820564516129033	1.0	1.0	0.008820564516129033	0.008820564516129033
