	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	1.0	1.0	0.04831949869791667	0.002288818359375	0.8356857299804688
brf_gso	1.0	1.0	0.9471834622896634	0.04831949869791667	0.00034332275390625	0.23858642578125
brf_gso__nrlmf	1.0	0.9471834622896634	1.0	0.019683837890625	0.0002288818359375	0.43978604403409094
brf_lmo	0.04831949869791667	0.04831949869791667	0.019683837890625	1.0	0.00034332275390625	0.0041961669921875
brf_lmo__nrlmf	0.002288818359375	0.00034332275390625	0.0002288818359375	0.00034332275390625	1.0	0.0002288818359375
brf_lso	0.8356857299804688	0.23858642578125	0.43978604403409094	0.0041961669921875	0.0002288818359375	1.0
