	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.12359619140625	0.2910320575420673	0.12359619140625	0.12359619140625	0.668548583984375
brf_gso	0.12359619140625	1.0	0.2910320575420673	0.6392015729631696	0.12359619140625	0.12359619140625
brf_gso__nrlmf	0.2910320575420673	0.2910320575420673	1.0	0.2910320575420673	0.2910320575420673	0.2910320575420673
brf_lmo	0.12359619140625	0.6392015729631696	0.2910320575420673	1.0	0.12359619140625	0.26973724365234375
brf_lmo__nrlmf	0.12359619140625	0.12359619140625	0.2910320575420673	0.12359619140625	1.0	0.12359619140625
brf_lso	0.668548583984375	0.12359619140625	0.2910320575420673	0.26973724365234375	0.12359619140625	1.0
