	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05
brf_gso	4.161487926136364e-05	1.0	4.161487926136364e-05	0.00164031982421875	4.161487926136364e-05	0.596588134765625
brf_gso__nrlmf	4.161487926136364e-05	4.161487926136364e-05	1.0	4.161487926136364e-05	0.4064728594380854	4.161487926136364e-05
brf_lmo	4.161487926136364e-05	0.00164031982421875	4.161487926136364e-05	1.0	4.161487926136364e-05	0.017887995793269232
brf_lmo__nrlmf	4.161487926136364e-05	4.161487926136364e-05	0.4064728594380854	4.161487926136364e-05	1.0	4.161487926136364e-05
brf_lso	4.161487926136364e-05	0.596588134765625	4.161487926136364e-05	0.017887995793269232	4.161487926136364e-05	1.0
