	brf_gmo	brf_gmo__nrlmf	brf_gso__nrlmf	brf_lmo	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa__nrlmf	bxt_gso__nrlmf
brf_gmo	1.0	4.747178819444444e-05	4.747178819444444e-05	0.433197021484375	0.1306689453125	4.747178819444444e-05	4.747178819444444e-05	8.138020833333333e-05
brf_gmo__nrlmf	4.747178819444444e-05	1.0	0.1306689453125	0.00019420276988636365	8.138020833333333e-05	0.047034222146739135	4.747178819444444e-05	4.747178819444444e-05
brf_gso__nrlmf	4.747178819444444e-05	0.1306689453125	1.0	4.747178819444444e-05	4.747178819444444e-05	0.1712928185096154	4.747178819444444e-05	4.747178819444444e-05
brf_lmo	0.433197021484375	0.00019420276988636365	4.747178819444444e-05	1.0	0.199951171875	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05
bxt_gmo	0.1306689453125	8.138020833333333e-05	4.747178819444444e-05	0.199951171875	1.0	4.747178819444444e-05	4.747178819444444e-05	8.138020833333333e-05
bxt_gmo__nrlmf	4.747178819444444e-05	0.047034222146739135	0.1712928185096154	4.747178819444444e-05	4.747178819444444e-05	1.0	4.747178819444444e-05	4.747178819444444e-05
bxt_gmosa__nrlmf	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05	1.0	4.747178819444444e-05
bxt_gso__nrlmf	8.138020833333333e-05	4.747178819444444e-05	4.747178819444444e-05	4.747178819444444e-05	8.138020833333333e-05	4.747178819444444e-05	4.747178819444444e-05	1.0
