	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.25768900162403685	0.2995873968370653	0.9463075807628527	0.05757300109867127	0.8461075415279762	0.3933820582180398	0.05757300109867127	0.19242470551354476	0.4696665779302456	0.05757300109867127	0.09569089334350042
ad_fixed	0.25768900162403685	1.0	0.9463075807628527	0.5690620032133196	0.19242470551354476	0.6893919336759362	0.7842512658501455	0.3530469171623279	0.5664705161829217	0.7680051243454769	0.40447313381926114	0.3933820582180398
ad_random	0.2995873968370653	0.9463075807628527	1.0	0.5690620032133196	0.3933820582180398	0.7517324469490688	0.8461075415279762	0.6150168927863268	0.6150168927863268	0.7517324469490688	0.9463075807628527	1.0
ad_size	0.9463075807628527	0.5690620032133196	0.5690620032133196	1.0	0.06760035190357311	0.7680051243454769	0.2995873968370653	0.05757300109867127	0.3933820582180398	0.9463075807628527	0.2995873968370653	0.3933820582180398
md_density	0.05757300109867127	0.19242470551354476	0.3933820582180398	0.06760035190357311	1.0	0.05757300109867127	0.14401006453387802	0.598464835007776	0.496739399677288	0.19242470551354476	0.14401006453387802	0.14401006453387802
md_fixed	0.8461075415279762	0.6893919336759362	0.7517324469490688	0.7680051243454769	0.05757300109867127	1.0	0.09299353640289121	0.05757300109867127	0.2995873968370653	0.8461075415279762	0.2163220827812692	0.42905053090018175
md_random	0.3933820582180398	0.7842512658501455	0.8461075415279762	0.2995873968370653	0.14401006453387802	0.09299353640289121	1.0	0.290187503569796	0.5690620032133196	0.4553830633290431	0.7842512658501455	1.0
md_size	0.05757300109867127	0.3530469171623279	0.6150168927863268	0.05757300109867127	0.598464835007776	0.05757300109867127	0.290187503569796	1.0	0.40447313381926114	0.290187503569796	0.4553830633290431	0.44186240384819964
mse_density	0.19242470551354476	0.5664705161829217	0.6150168927863268	0.3933820582180398	0.496739399677288	0.2995873968370653	0.5690620032133196	0.40447313381926114	1.0	0.20370883345369942	0.8755859369274901	0.8461075415279762
mse_fixed	0.4696665779302456	0.7680051243454769	0.7517324469490688	0.9463075807628527	0.19242470551354476	0.8461075415279762	0.4553830633290431	0.290187503569796	0.20370883345369942	1.0	0.44186240384819964	0.7920821669709732
mse_random	0.05757300109867127	0.40447313381926114	0.9463075807628527	0.2995873968370653	0.14401006453387802	0.2163220827812692	0.7842512658501455	0.4553830633290431	0.8755859369274901	0.44186240384819964	1.0	0.4696665779302456
mse_size	0.09569089334350042	0.3933820582180398	1.0	0.3933820582180398	0.14401006453387802	0.42905053090018175	1.0	0.44186240384819964	0.8461075415279762	0.7920821669709732	0.4696665779302456	1.0
