time,n,estimator
1.272827960550785,100,bxt_gso
1.4617220107465982,100,bxt_gmo
1.8812180254608393,100,bdt_gso
3.287442206405103,100,bdt_gmo
2.627315528690815,109,bxt_gso
2.068522345274687,109,bxt_gmo
2.9194574896246195,109,bdt_gso
4.137764850631356,109,bdt_gmo
8.444597402587533,100,ss_bdt_gmo_md
10.359302140772343,100,ss_bdt_gmo_ad
4.162639577873051,120,bxt_gso
4.148627859540284,120,bdt_gso
2.2691984781995416,120,bxt_gmo
10.176646853797138,109,ss_bdt_gmo_md
11.209952338598669,109,ss_bdt_gmo_ad
15.276153249666095,100,ss_bdt_gmo_mse
5.62525396514684,120,bdt_gmo
2.742340013384819,132,bxt_gso
4.038971992209554,132,bdt_gso
2.287375744432211,132,bxt_gmo
7.208573397248983,120,ss_bdt_gmo_md
18.440085022710264,109,ss_bdt_gmo_mse
9.9143738867715,120,ss_bdt_gmo_ad
5.972977044992149,132,bdt_gmo
2.142785341478884,145,bxt_gso
3.097131830640137,145,bdt_gso
1.934972078539431,145,bxt_gmo
