time,n,estimator
4.180264579132199,100,ss_bdt_gso_md
4.938627613708377,100,ss_bdt_gso_ad
5.419777050614357,109,ss_bdt_gso_ad
6.503489104099572,100,ss_bdt_gso_mse
2.916552313603461,109,ss_bdt_gso_md
7.906775536946952,109,ss_bdt_gso_mse
4.269767083227634,120,ss_bdt_gso_ad
3.864447404630482,120,ss_bdt_gso_md
5.258416576310992,132,ss_bdt_gso_ad
8.421324613504112,120,ss_bdt_gso_mse
3.7624418130144477,132,ss_bdt_gso_md
3.596722868271172,145,ss_bdt_gso_md
10.053573166951537,132,ss_bdt_gso_mse
4.265377043746412,145,ss_bdt_gso_ad
3.5214628521353006,159,ss_bdt_gso_md
4.6626384956762195,159,ss_bdt_gso_ad
12.003873713314533,145,ss_bdt_gso_mse
4.769690677523613,175,ss_bdt_gso_ad
4.639022659510374,175,ss_bdt_gso_md
14.89033520128578,159,ss_bdt_gso_mse
6.053306124173105,193,ss_bdt_gso_ad
6.185139964334667,193,ss_bdt_gso_md
18.19967564381659,175,ss_bdt_gso_mse
6.492726989090443,212,ss_bdt_gso_md
7.860531415790319,212,ss_bdt_gso_ad
24.973685801960528,193,ss_bdt_gso_mse
8.14948698785156,232,ss_bdt_gso_md
9.246055194176733,232,ss_bdt_gso_ad
8.890227776020765,255,ss_bdt_gso_md
11.550434350967407,255,ss_bdt_gso_ad
33.83521198481321,212,ss_bdt_gso_mse
14.045301304198802,281,ss_bdt_gso_ad
12.384098569862545,281,ss_bdt_gso_md
45.59887864533812,232,ss_bdt_gso_mse
19.911469163373113,308,ss_bdt_gso_ad
16.09598690085113,308,ss_bdt_gso_md
58.388265636749566,255,ss_bdt_gso_mse
24.169733926653862,339,ss_bdt_gso_ad
19.220461070537567,339,ss_bdt_gso_md
86.03302995767444,281,ss_bdt_gso_mse
29.886248599737883,372,ss_bdt_gso_ad
23.565175130963326,372,ss_bdt_gso_md
113.14937468525022,308,ss_bdt_gso_mse
44.18963810894638,409,ss_bdt_gso_ad
31.87944516353309,409,ss_bdt_gso_md
172.7562583638355,339,ss_bdt_gso_mse
51.06587391998619,449,ss_bdt_gso_ad
47.62093343120068,449,ss_bdt_gso_md
228.09739824850112,372,ss_bdt_gso_mse
70.01199066825211,494,ss_bdt_gso_ad
52.46381242386997,494,ss_bdt_gso_md
314.4478999739513,409,ss_bdt_gso_mse
72.15782632585615,542,ss_bdt_gso_ad
53.00196302495897,542,ss_bdt_gso_md
87.89900491200387,596,ss_bdt_gso_ad
408.7661195555702,449,ss_bdt_gso_mse
98.2422754727304,596,ss_bdt_gso_md
163.39965374208987,655,ss_bdt_gso_ad
627.981656530872,494,ss_bdt_gso_mse
126.98723707161844,655,ss_bdt_gso_md
210.36859237030149,719,ss_bdt_gso_ad
981.8495110031217,542,ss_bdt_gso_mse
197.5535925347358,719,ss_bdt_gso_md
258.7072317879647,790,ss_bdt_gso_ad
207.69206195883453,790,ss_bdt_gso_md
1404.80771136377,596,ss_bdt_gso_mse
320.1238118875772,868,ss_bdt_gso_ad
221.81345360912383,868,ss_bdt_gso_md
1961.6679220208898,655,ss_bdt_gso_mse
641.5657555898651,954,ss_bdt_gso_ad
490.7648005494848,954,ss_bdt_gso_md
3220.960441683419,719,ss_bdt_gso_mse
679.5912513397634,1048,ss_bdt_gso_ad
556.7669781735167,1048,ss_bdt_gso_md
4608.813926221803,790,ss_bdt_gso_mse
931.6843468416482,1151,ss_bdt_gso_ad
705.2063077855855,1151,ss_bdt_gso_md
6855.808536724187,868,ss_bdt_gso_mse
1064.7144861081615,1264,ss_bdt_gso_ad
1001.1778437364846,1264,ss_bdt_gso_md
9899.109223861247,954,ss_bdt_gso_mse
1594.417851834558,1389,ss_bdt_gso_ad
1195.5870446674526,1389,ss_bdt_gso_md
14134.012598435394,1048,ss_bdt_gso_mse
1917.694567671977,1526,ss_bdt_gso_ad
1941.9990989621729,1526,ss_bdt_gso_md
20370.91617286764,1151,ss_bdt_gso_mse
1733.1518041109666,1676,ss_bdt_gso_ad
1507.053708491847,1676,ss_bdt_gso_md
25662.015996200033,1264,ss_bdt_gso_mse
2298.052070121281,1842,ss_bdt_gso_ad
1975.2119324570522,1842,ss_bdt_gso_md
33405.85099830851,1389,ss_bdt_gso_mse
3020.999439698644,2023,ss_bdt_gso_ad
2714.496889178641,2023,ss_bdt_gso_md
43924.19943527412,1526,ss_bdt_gso_mse
6386.847325642593,2222,ss_bdt_gso_ad
5781.339870909229,2222,ss_bdt_gso_md
