time,n,estimator
0.41178160067647696,100,bdt_gso
1.1718664867803454,100,bdt_gmo
1.459276250563562,100,ss_bdt_gmo_ad
0.3730014692991972,100,bxt_gso
0.4802542198449373,109,bxt_gso
0.28584781289100647,100,bxt_gmo
4.014050946570933,100,ss_bdt_gmo_mse
1.9817647254094481,109,bxt_gmo
0.5153600489720702,120,bxt_gso
2.8613974805921316,109,bdt_gso
3.9910977045074105,109,bdt_gmo
2.3990372214466333,120,bxt_gmo
3.7799362493678927,120,bdt_gso
7.088908457197249,100,ss_bdt_gmo_md
5.25752370338887,120,bdt_gmo
0.7086021089926362,132,bxt_gso
10.46409581694752,109,ss_bdt_gmo_md
12.204246686771512,109,ss_bdt_gmo_ad
3.72758824005723,132,bdt_gso
2.8423551861196756,132,bxt_gmo
9.690578629262745,120,ss_bdt_gmo_ad
9.497329388745129,120,ss_bdt_gmo_md
0.828394346870482,145,bxt_gso
17.563669205643237,109,ss_bdt_gmo_mse
5.527902566827834,132,bdt_gmo
2.213548024185002,145,bxt_gmo
3.2550509553402662,145,bdt_gso
