time,n,estimator
1.0733182020485401,100,ss_bdt_gso_mse
0.3500274419784546,100,ss_bdt_gso_md
1.5859386213123798,109,ss_bdt_gso_mse
0.39610579516738653,100,ss_bdt_gso_ad
0.5068871527910233,109,ss_bdt_gso_ad
0.42203092109411955,109,ss_bdt_gso_md
1.9829687802121043,120,ss_bdt_gso_mse
0.6122732171788812,120,ss_bdt_gso_ad
0.5326890321448445,120,ss_bdt_gso_md
2.7610472212545574,132,ss_bdt_gso_mse
0.840758454054594,132,ss_bdt_gso_ad
0.71395462192595,132,ss_bdt_gso_md
3.981854193843901,145,ss_bdt_gso_mse
1.123017524369061,145,ss_bdt_gso_ad
0.9570807120762765,145,ss_bdt_gso_md
5.470567076932639,159,ss_bdt_gso_mse
1.4311198350042105,159,ss_bdt_gso_ad
1.252749567385763,159,ss_bdt_gso_md
8.01786198001355,175,ss_bdt_gso_mse
1.8709443425759673,175,ss_bdt_gso_ad
1.6295335968025029,175,ss_bdt_gso_md
2.523601267952472,193,ss_bdt_gso_ad
2.218687192071229,193,ss_bdt_gso_md
11.629412802867591,193,ss_bdt_gso_mse
16.123266220092773,212,ss_bdt_gso_mse
3.2977953110821545,212,ss_bdt_gso_ad
2.8766516260802746,212,ss_bdt_gso_md
23.055629949085414,232,ss_bdt_gso_mse
4.509057288058102,232,ss_bdt_gso_ad
4.0305019076913595,232,ss_bdt_gso_md
7.8710684441030025,281,ss_bdt_gso_ad
6.795496411155909,281,ss_bdt_gso_md
33.71490532672033,255,ss_bdt_gso_mse
6.0264837788417935,255,ss_bdt_gso_ad
5.207884177099913,255,ss_bdt_gso_md
47.828869346063584,281,ss_bdt_gso_mse
66.65245387656614,308,ss_bdt_gso_mse
9.930117822717875,308,ss_bdt_gso_ad
9.09261790663004,308,ss_bdt_gso_md
98.33379881782457,339,ss_bdt_gso_mse
14.234088767319918,339,ss_bdt_gso_ad
12.158007354009897,339,ss_bdt_gso_md
140.85134681500494,372,ss_bdt_gso_mse
17.974071757867932,372,ss_bdt_gso_ad
15.351719583850354,372,ss_bdt_gso_md
200.22936462797225,409,ss_bdt_gso_mse
23.200270754285157,409,ss_bdt_gso_ad
21.038747638929635,409,ss_bdt_gso_md
284.6411478803493,449,ss_bdt_gso_mse
30.974174848292023,449,ss_bdt_gso_ad
26.889923700597137,449,ss_bdt_gso_md
405.78897002805024,494,ss_bdt_gso_mse
41.30183664895594,494,ss_bdt_gso_ad
36.421215469017625,494,ss_bdt_gso_md
587.3792788302526,542,ss_bdt_gso_mse
55.592973299790174,542,ss_bdt_gso_ad
51.25092479400337,542,ss_bdt_gso_md
855.7583809699863,596,ss_bdt_gso_mse
75.56424152618274,596,ss_bdt_gso_ad
63.52000377001241,596,ss_bdt_gso_md
1201.6297138612717,655,ss_bdt_gso_mse
95.51984507590532,655,ss_bdt_gso_ad
84.11499047093093,655,ss_bdt_gso_md
1737.0161276138388,719,ss_bdt_gso_mse
287.21534965978935,954,ss_bdt_gso_ad
125.94832590594888,719,ss_bdt_gso_ad
108.2027421570383,719,ss_bdt_gso_md
2497.7529096300714,790,ss_bdt_gso_mse
165.84088080190122,790,ss_bdt_gso_ad
255.48830573493615,954,ss_bdt_gso_md
380.21812386391684,1048,ss_bdt_gso_ad
338.1714175171219,1048,ss_bdt_gso_md
148.0199727686122,790,ss_bdt_gso_md
3756.5280295740813,868,ss_bdt_gso_mse
223.31601428892463,868,ss_bdt_gso_ad
195.83272422663867,868,ss_bdt_gso_md
526.9145458317362,1151,ss_bdt_gso_ad
467.1190132549964,1151,ss_bdt_gso_md
5394.247270279098,954,ss_bdt_gso_mse
685.2922979928553,1264,ss_bdt_gso_ad
620.3973147268407,1264,ss_bdt_gso_md
7816.573928937782,1048,ss_bdt_gso_mse
887.6669523175806,1389,ss_bdt_gso_ad
780.4415369722992,1389,ss_bdt_gso_md
11319.594157265034,1151,ss_bdt_gso_mse
1179.639934956096,1526,ss_bdt_gso_ad
1030.6907327831723,1526,ss_bdt_gso_md
17049.10213303473,1264,ss_bdt_gso_mse
1598.1222711629234,1676,ss_bdt_gso_ad
1416.7692496953532,1676,ss_bdt_gso_md
25112.659116424154,1389,ss_bdt_gso_mse
2157.197866866365,1842,ss_bdt_gso_ad
1886.2822046638466,1842,ss_bdt_gso_md
34964.60571113881,1526,ss_bdt_gso_mse
2713.473294206895,2023,ss_bdt_gso_ad
2392.6699975319207,2023,ss_bdt_gso_md
51090.673047565855,1676,ss_bdt_gso_mse
3605.569868575316,2222,ss_bdt_gso_ad
3151.604325439781,2222,ss_bdt_gso_md
77129.53715144191,1842,ss_bdt_gso_mse
4882.01228285674,2442,ss_bdt_gso_ad
4321.1163794952445,2442,ss_bdt_gso_md
114572.68476378405,2023,ss_bdt_gso_mse
6463.41416493291,2682,ss_bdt_gso_ad
5952.629488960374,2682,ss_bdt_gso_md
158648.76347266603,2222,ss_bdt_gso_mse
8344.420061585959,2947,ss_bdt_gso_ad
7354.955232958309,2947,ss_bdt_gso_md
