	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso
bxt_gmo	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.0008544921875	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05
bxt_gmosa	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05
bxt_gso	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	0.016077112268518517	0.00018575917119565219	0.0008544921875
bxt_gso_1k	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	0.002300555889423077	4.0690104166666664e-05	0.00011652166193181819
bxt_gso__nrlmf	0.0008544921875	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05
bxt_lmo	4.0690104166666664e-05	4.0690104166666664e-05	0.016077112268518517	0.002300555889423077	4.0690104166666664e-05	1.0	4.0690104166666664e-05	0.19281005859375
bxt_lmo__nrlmf	4.0690104166666664e-05	4.0690104166666664e-05	0.00018575917119565219	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05
bxt_lso	4.0690104166666664e-05	4.0690104166666664e-05	0.0008544921875	0.00011652166193181819	4.0690104166666664e-05	0.19281005859375	4.0690104166666664e-05	1.0
