	ad_density__90	ad_fixed__90	ad_random__90	ad_size__90	md_density__90	md_fixed__90	md_random__90	md_size__90	mse_density__90	mse_fixed__90	mse_random__90	mse_size__90
ad_density__90	1.0	0.11358803196957236	0.27360983455882354	0.1568756103515625	0.23619110730229592	0.0007832845052083334	0.01678466796875	0.00022379557291666668	0.00022379557291666668	0.32933349609375	0.012156895228794642	0.00028773716517857144
ad_fixed__90	0.11358803196957236	1.0	0.6010184452451509	0.8881785908683402	0.8601470947265625	0.12195739746093749	0.23619110730229592	0.00022379557291666668	0.00022379557291666668	0.1468418666294643	0.17111409505208336	0.00461578369140625
ad_random__90	0.27360983455882354	0.6010184452451509	1.0	1.0	0.9692516326904297	0.32933349609375	0.3140949753095519	0.000629425048828125	0.0019134521484374999	0.04845832375919118	0.6010184452451509	0.037639617919921875
ad_size__90	0.1568756103515625	0.8881785908683402	1.0	1.0	0.9692516326904297	0.12195739746093749	0.13401533917682926	0.00028773716517857144	0.00022379557291666668	0.09036502322635136	0.29344764122596156	0.006817157451923077
md_density__90	0.23619110730229592	0.8601470947265625	0.9692516326904297	0.9692516326904297	1.0	0.23619110730229592	0.27360983455882354	0.00028773716517857144	0.00022379557291666668	0.08123779296875	0.20640762992527173	0.01021999782986111
md_fixed__90	0.0007832845052083334	0.12195739746093749	0.32933349609375	0.12195739746093749	0.23619110730229592	1.0	0.9692516326904297	0.0007832845052083334	0.00022379557291666668	0.003165108816964286	0.9950261042668269	0.1568756103515625
md_random__90	0.01678466796875	0.23619110730229592	0.3140949753095519	0.13401533917682926	0.27360983455882354	0.9692516326904297	1.0	0.00461578369140625	0.00028773716517857144	0.04845832375919118	0.35103934151785715	0.019556845388104836
md_size__90	0.00022379557291666668	0.00022379557291666668	0.000629425048828125	0.00028773716517857144	0.00028773716517857144	0.0007832845052083334	0.00461578369140625	1.0	0.014307482489224138	0.00022379557291666668	0.00022379557291666668	0.0056396484375
mse_density__90	0.00022379557291666668	0.00022379557291666668	0.0019134521484374999	0.00022379557291666668	0.00022379557291666668	0.00022379557291666668	0.00028773716517857144	0.014307482489224138	1.0	0.00040283203125000003	0.00028773716517857144	0.0019134521484374999
mse_fixed__90	0.32933349609375	0.1468418666294643	0.04845832375919118	0.09036502322635136	0.08123779296875	0.003165108816964286	0.04845832375919118	0.00022379557291666668	0.00040283203125000003	1.0	0.054670061383928575	0.00461578369140625
mse_random__90	0.012156895228794642	0.17111409505208336	0.6010184452451509	0.29344764122596156	0.20640762992527173	0.9950261042668269	0.35103934151785715	0.00022379557291666668	0.00028773716517857144	0.054670061383928575	1.0	0.667369777873411
mse_size__90	0.00028773716517857144	0.00461578369140625	0.037639617919921875	0.006817157451923077	0.01021999782986111	0.1568756103515625	0.019556845388104836	0.0056396484375	0.0019134521484374999	0.00461578369140625	0.667369777873411	1.0
