	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
brf_gmosa	3.814697265625e-05	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
brf_gso	3.814697265625e-05	3.814697265625e-05	1.0	0.0006103375404809226	0.5618896484375	3.814697265625e-05
brf_lmo	3.814697265625e-05	3.814697265625e-05	0.0006103375404809226	1.0	0.002877371651785714	3.814697265625e-05
brf_lso	3.814697265625e-05	3.814697265625e-05	0.5618896484375	0.002877371651785714	1.0	3.814697265625e-05
brf_sgso_us	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0
