	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	5.7220458984375e-05	5.7220458984375e-05	5.7220458984375e-05	5.7220458984375e-05	0.008595784505208334
bxt_gmosa	5.7220458984375e-05	1.0	1.0	1.0	1.0	5.7220458984375e-05
bxt_gso	5.7220458984375e-05	1.0	1.0	1.0	1.0	5.7220458984375e-05
bxt_lmo	5.7220458984375e-05	1.0	1.0	1.0	1.0	5.7220458984375e-05
bxt_lso	5.7220458984375e-05	1.0	1.0	1.0	1.0	5.7220458984375e-05
bxt_sgso_us	0.008595784505208334	5.7220458984375e-05	5.7220458984375e-05	5.7220458984375e-05	5.7220458984375e-05	1.0
