	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	0.0029296875	0.0029296875	0.0048828125	0.0029296875	0.0146484375
brf_gmosa	0.0029296875	1.0	0.0029296875	0.0029296875	0.28418977486767805	0.0029296875
brf_gso	0.0029296875	0.0029296875	1.0	0.0029296875	0.006760817307692307	0.0029296875
brf_lmo	0.0048828125	0.0029296875	0.0029296875	1.0	0.0029296875	0.0048828125
brf_lso	0.0029296875	0.28418977486767805	0.006760817307692307	0.0029296875	1.0	0.0029296875
brf_sgso_us	0.0146484375	0.0029296875	0.0029296875	0.0048828125	0.0029296875	1.0
