	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.5439768145161286e-05	3.5439768145161286e-05	0.348388671875	0.25943429129464285	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	0.06107105928308824
bxt_gmosa	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso_1k__nrlmf	0.348388671875	3.5439768145161286e-05	3.5439768145161286e-05	1.0	0.06107105928308824	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso__nrlmf	0.25943429129464285	3.5439768145161286e-05	3.5439768145161286e-05	0.06107105928308824	1.0	3.5439768145161286e-05	0.004703521728515625	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lmo	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lmo__nrlmf	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	0.004703521728515625	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lso	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05
bxt_lso__nrlmf	0.06107105928308824	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0
