	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.5439768145161286e-05	3.5439768145161286e-05	0.705718994140625	0.00807818244485294	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	6.866455078125e-05
bxt_gmosa	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso_1k__nrlmf	0.705718994140625	3.5439768145161286e-05	3.5439768145161286e-05	1.0	0.14797014508928572	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_gso__nrlmf	0.00807818244485294	3.5439768145161286e-05	3.5439768145161286e-05	0.14797014508928572	1.0	3.5439768145161286e-05	0.0018310546875	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lmo	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lmo__nrlmf	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	0.0018310546875	3.5439768145161286e-05	1.0	3.5439768145161286e-05	3.5439768145161286e-05
bxt_lso	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0	3.5439768145161286e-05
bxt_lso__nrlmf	6.866455078125e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	3.5439768145161286e-05	1.0
