	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.923688616071428e-05	3.923688616071428e-05	0.274444580078125	0.0029296875	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.00010986328124999999
bxt_gmosa	3.923688616071428e-05	1.0	7.57677801724138e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.001476287841796875	3.923688616071428e-05
bxt_gso	3.923688616071428e-05	7.57677801724138e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	0.00035439768145161286	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso_1k__nrlmf	0.274444580078125	3.923688616071428e-05	3.923688616071428e-05	1.0	0.14797014508928572	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso__nrlmf	0.0029296875	3.923688616071428e-05	3.923688616071428e-05	0.14797014508928572	1.0	3.923688616071428e-05	0.022651223575367647	3.923688616071428e-05	3.923688616071428e-05
bxt_lmo	3.923688616071428e-05	3.923688616071428e-05	0.00035439768145161286	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_lmo__nrlmf	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.022651223575367647	3.923688616071428e-05	1.0	3.923688616071428e-05	3.923688616071428e-05
bxt_lso	3.923688616071428e-05	0.001476287841796875	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05
bxt_lso__nrlmf	0.00010986328124999999	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0
