	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.923688616071428e-05	3.923688616071428e-05	0.00807818244485294	0.00240325927734375	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.00807818244485294
bxt_gmosa	3.923688616071428e-05	1.0	7.32421875e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso	3.923688616071428e-05	7.32421875e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	0.0006733555947580645	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso_1k__nrlmf	0.00807818244485294	3.923688616071428e-05	3.923688616071428e-05	1.0	0.052106584821428575	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso__nrlmf	0.00240325927734375	3.923688616071428e-05	3.923688616071428e-05	0.052106584821428575	1.0	3.923688616071428e-05	0.528167724609375	3.923688616071428e-05	7.32421875e-05
bxt_lmo	3.923688616071428e-05	3.923688616071428e-05	0.0006733555947580645	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_lmo__nrlmf	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.528167724609375	3.923688616071428e-05	1.0	3.923688616071428e-05	3.923688616071428e-05
bxt_lso	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05
bxt_lso__nrlmf	0.00807818244485294	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	7.32421875e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0
