	brf_gmo	brf_gmo__nrlmf	brf_gso__nrlmf	brf_lmo	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa__nrlmf	bxt_gso__nrlmf
brf_gmo	1.0	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	0.0030078124999999996
brf_gmo__nrlmf	4.497327302631579e-05	1.0	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05
brf_gso__nrlmf	4.497327302631579e-05	4.497327302631579e-05	1.0	0.0030078124999999996	4.497327302631579e-05	4.497327302631579e-05	0.0005201256793478261	0.00019420276988636365
brf_lmo	4.497327302631579e-05	4.497327302631579e-05	0.0030078124999999996	1.0	4.497327302631579e-05	4.497327302631579e-05	0.2978515625	0.10845721209490741
bxt_gmo	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	1.0	4.497327302631579e-05	4.497327302631579e-05	0.00019420276988636365
bxt_gmo__nrlmf	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	4.497327302631579e-05	1.0	8.544921875e-05	4.497327302631579e-05
bxt_gmosa__nrlmf	4.497327302631579e-05	4.497327302631579e-05	0.0005201256793478261	0.2978515625	4.497327302631579e-05	8.544921875e-05	1.0	0.08965594951923077
bxt_gso__nrlmf	0.0030078124999999996	4.497327302631579e-05	0.00019420276988636365	0.10845721209490741	0.00019420276988636365	4.497327302631579e-05	0.08965594951923077	1.0
