	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	0.003662109375	0.003662109375	0.003662109375	0.003662109375	0.039688827063813555
bxt_gmosa	0.003662109375	1.0	1.0	1.0	1.0	0.003662109375
bxt_gso	0.003662109375	1.0	1.0	1.0	1.0	0.003662109375
bxt_lmo	0.003662109375	1.0	1.0	1.0	1.0	0.003662109375
bxt_lso	0.003662109375	1.0	1.0	1.0	1.0	0.003662109375
bxt_sgso_us	0.039688827063813555	0.003662109375	0.003662109375	0.003662109375	0.003662109375	1.0
