	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05
brf_gmosa	5.0862630208333336e-05	1.0	0.04457913912259615	0.04192352294921875	0.11205400739397321	5.0862630208333336e-05
brf_gso	5.0862630208333336e-05	0.04457913912259615	1.0	0.0008697509765625	0.001373291015625	5.0862630208333336e-05
brf_lmo	5.0862630208333336e-05	0.04192352294921875	0.0008697509765625	1.0	0.705718994140625	5.0862630208333336e-05
brf_lso	5.0862630208333336e-05	0.11205400739397321	0.001373291015625	0.705718994140625	1.0	5.0862630208333336e-05
brf_sgso_us	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	5.0862630208333336e-05	1.0
