	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.154002685546875	0.10379352975398935	0.45054931640624996	0.0001678466796875	0.45054931640624996	0.0001678466796875	0.0001678466796875	0.0017983572823660713	0.7003842308407737	0.154002685546875	0.5015965511924342
ad_fixed	0.154002685546875	1.0	0.5277099609375	0.023353370460304057	0.0001678466796875	0.006923675537109375	0.0008392333984375	0.0035735099546370967	0.02692614103618421	0.011525472005208334	1.0	0.590831691935911
ad_random	0.10379352975398935	0.5277099609375	1.0	0.07430013020833334	0.00025177001953125	0.035298156738281246	0.0028869628906250003	0.00067138671875	0.10379352975398935	0.114471435546875	0.9692516326904297	0.6454888015496927
ad_size	0.45054931640624996	0.023353370460304057	0.07430013020833334	1.0	0.000335693359375	0.7003842308407737	0.002291975350215517	0.000335693359375	0.011525472005208334	0.61807861328125	0.046669564596036585	0.4758453369140625
md_density	0.0001678466796875	0.0001678466796875	0.00025177001953125	0.000335693359375	1.0	0.0001678466796875	0.0010443793402777778	0.0008392333984375	0.0001678466796875	0.0001678466796875	0.00025177001953125	0.0001678466796875
md_fixed	0.45054931640624996	0.006923675537109375	0.035298156738281246	0.7003842308407737	0.0001678466796875	1.0	0.0001678466796875	0.0001678466796875	0.0010443793402777778	0.9950261042668269	0.07430013020833334	0.1861715877757353
md_random	0.0001678466796875	0.0008392333984375	0.0028869628906250003	0.002291975350215517	0.0010443793402777778	0.0001678466796875	1.0	0.060712541852678575	0.0005035400390625	0.0008392333984375	0.008115880629595588	0.00025177001953125
md_size	0.0001678466796875	0.0035735099546370967	0.00067138671875	0.000335693359375	0.0008392333984375	0.0001678466796875	0.060712541852678575	1.0	0.0001678466796875	0.0005035400390625	0.00025177001953125	0.0001678466796875
mse_density	0.0017983572823660713	0.02692614103618421	0.10379352975398935	0.011525472005208334	0.0001678466796875	0.0010443793402777778	0.0005035400390625	0.0001678466796875	1.0	0.008115880629595588	0.035298156738281246	0.0010443793402777778
mse_fixed	0.7003842308407737	0.011525472005208334	0.114471435546875	0.61807861328125	0.0001678466796875	0.9950261042668269	0.0008392333984375	0.0005035400390625	0.008115880629595588	1.0	0.07430013020833334	0.34833350548377406
mse_random	0.154002685546875	1.0	0.9692516326904297	0.046669564596036585	0.00025177001953125	0.07430013020833334	0.008115880629595588	0.00025177001953125	0.035298156738281246	0.07430013020833334	1.0	0.37090949292452835
mse_size	0.5015965511924342	0.590831691935911	0.6454888015496927	0.4758453369140625	0.0001678466796875	0.1861715877757353	0.00025177001953125	0.0001678466796875	0.0010443793402777778	0.34833350548377406	0.37090949292452835	1.0
