	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.09894157858455882	4.0690104166666664e-05	0.025671386718749998	4.0690104166666664e-05	0.09894157858455882
bxt_gmosa	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.03894830519153226	4.0690104166666664e-05
bxt_gso	4.0690104166666664e-05	4.0690104166666664e-05	1.0	0.25943429129464285	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.000274658203125	4.0690104166666664e-05
bxt_gso_1k	4.0690104166666664e-05	4.0690104166666664e-05	0.25943429129464285	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.0498504638671875	4.0690104166666664e-05
bxt_gso__nrlmf	0.09894157858455882	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.49542236328125
bxt_lmo	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05
bxt_lmo__nrlmf	0.025671386718749998	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05	0.0009470972521551724
bxt_lso	4.0690104166666664e-05	0.03894830519153226	0.000274658203125	0.0498504638671875	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	1.0	4.0690104166666664e-05
bxt_lso__nrlmf	0.09894157858455882	4.0690104166666664e-05	4.0690104166666664e-05	4.0690104166666664e-05	0.49542236328125	4.0690104166666664e-05	0.0009470972521551724	4.0690104166666664e-05	1.0
