	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	4.161487926136364e-05	4.161487926136364e-05	0.005525861467633928	4.161487926136364e-05	4.161487926136364e-05
bxt_gmosa	4.161487926136364e-05	1.0	0.979949951171875	4.161487926136364e-05	0.00072479248046875	4.161487926136364e-05
bxt_gso	4.161487926136364e-05	0.979949951171875	1.0	4.161487926136364e-05	0.0019366924579326923	4.161487926136364e-05
bxt_lmo	0.005525861467633928	4.161487926136364e-05	4.161487926136364e-05	1.0	4.161487926136364e-05	4.161487926136364e-05
bxt_lso	4.161487926136364e-05	0.00072479248046875	0.0019366924579326923	4.161487926136364e-05	1.0	4.161487926136364e-05
bxt_sgso_us	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	4.161487926136364e-05	1.0
