	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.7393246605282737	0.6010184452451509	0.6010184452451509	0.00461578369140625	0.0021260579427083335	0.0879869962993421	0.7116807506930443	0.6285545219809322	0.006564670138888888	0.6010184452451509	0.14088792067307693
ad_fixed	0.7393246605282737	1.0	0.7116807506930443	0.18333653041294642	0.003936767578125	0.030093922334558824	0.05982600031672298	0.6010184452451509	0.41736557904411764	0.0216522216796875	0.44218562199519235	0.1541839599609375
ad_random	0.6010184452451509	0.7116807506930443	1.0	0.2515948751698369	0.0021260579427083335	0.00054931640625	0.027002334594726562	0.41736557904411764	0.18333653041294642	0.0025177001953125	0.2515948751698369	0.047073800223214286
ad_size	0.6010184452451509	0.18333653041294642	0.2515948751698369	1.0	0.024169921875	0.0025177001953125	0.1945953369140625	0.8335214468149038	0.6010184452451509	0.001438685825892857	0.7667970657348633	0.401187818877551
md_density	0.00461578369140625	0.003936767578125	0.0021260579427083335	0.024169921875	1.0	0.00028773716517857144	0.005422738882211539	0.00028773716517857144	0.005422738882211539	0.00028773716517857144	0.0010845477764423077	0.00461578369140625
md_fixed	0.0021260579427083335	0.030093922334558824	0.00054931640625	0.0025177001953125	0.00028773716517857144	1.0	0.00028773716517857144	0.00040283203125	0.0021260579427083335	0.1945953369140625	0.00040283203125	0.00028773716517857144
md_random	0.0879869962993421	0.05982600031672298	0.027002334594726562	0.1945953369140625	0.005422738882211539	0.00028773716517857144	1.0	0.0018798828125	0.030093922334558824	0.00028773716517857144	0.027002334594726562	0.053151448567708336
md_size	0.7116807506930443	0.6010184452451509	0.41736557904411764	0.8335214468149038	0.00028773716517857144	0.00040283203125	0.0018798828125	1.0	0.7116807506930443	0.003165108816964286	0.6010184452451509	0.024169921875
mse_density	0.6285545219809322	0.41736557904411764	0.18333653041294642	0.6010184452451509	0.005422738882211539	0.0021260579427083335	0.030093922334558824	0.7116807506930443	1.0	0.0010845477764423077	0.899932861328125	0.2968957779255319
mse_fixed	0.006564670138888888	0.0216522216796875	0.0025177001953125	0.001438685825892857	0.00028773716517857144	0.1945953369140625	0.00028773716517857144	0.003165108816964286	0.0010845477764423077	1.0	0.00040283203125	0.00028773716517857144
mse_random	0.6010184452451509	0.44218562199519235	0.2515948751698369	0.7667970657348633	0.0010845477764423077	0.00040283203125	0.027002334594726562	0.6010184452451509	0.899932861328125	0.00040283203125	1.0	0.3773612976074219
mse_size	0.14088792067307693	0.1541839599609375	0.047073800223214286	0.401187818877551	0.00461578369140625	0.00028773716517857144	0.053151448567708336	0.024169921875	0.2968957779255319	0.00028773716517857144	0.3773612976074219	1.0
