	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.4338424970518868	0.5465567452566964	0.5542012877383474	0.00738525390625	0.0072174072265625	0.050425938197544644	0.899932861328125	0.2597033442283163	0.02788837139423077	0.24624179271941488	0.054919433593750004
ad_fixed	0.4338424970518868	1.0	0.23328450520833335	0.17256317138671876	0.00067138671875	0.011660927220394735	0.00067138671875	0.35516357421875	0.06510476505055147	0.054919433593750004	0.0209808349609375	0.013796997070312499
ad_random	0.5465567452566964	0.23328450520833335	1.0	0.8191877092633928	0.059795379638671875	0.00604248046875	0.11989847819010417	0.5542012877383474	0.332940673828125	0.001438685825892857	0.45054931640624996	0.09552873883928571
ad_size	0.5542012877383474	0.17256317138671876	0.8191877092633928	1.0	0.059795379638671875	0.00604248046875	0.04460991753472222	0.8465452194213867	0.23328450520833335	0.00738525390625	0.23328450520833335	0.12837620785361842
md_density	0.00738525390625	0.00067138671875	0.059795379638671875	0.059795379638671875	1.0	0.00067138671875	0.8191877092633928	0.00738525390625	0.45054931640624996	0.00067138671875	0.2597033442283163	0.899932861328125
md_fixed	0.0072174072265625	0.011660927220394735	0.00604248046875	0.00604248046875	0.00067138671875	1.0	0.00067138671875	0.00604248046875	0.0209808349609375	0.24624179271941488	0.011660927220394735	0.00881195068359375
md_random	0.050425938197544644	0.00067138671875	0.11989847819010417	0.04460991753472222	0.8191877092633928	0.00067138671875	1.0	0.016209193638392856	0.5542012877383474	0.00067138671875	0.4338424970518868	0.6953887939453125
md_size	0.899932861328125	0.35516357421875	0.5542012877383474	0.8465452194213867	0.00738525390625	0.00604248046875	0.016209193638392856	1.0	0.20386178152901785	0.02788837139423077	0.14088792067307693	0.06510476505055147
mse_density	0.2597033442283163	0.06510476505055147	0.332940673828125	0.23328450520833335	0.45054931640624996	0.0209808349609375	0.5542012877383474	0.20386178152901785	1.0	0.0209808349609375	0.7635648133324795	0.20386178152901785
mse_fixed	0.02788837139423077	0.054919433593750004	0.001438685825892857	0.00738525390625	0.00067138671875	0.24624179271941488	0.00067138671875	0.02788837139423077	0.0209808349609375	1.0	0.011660927220394735	0.00604248046875
mse_random	0.24624179271941488	0.0209808349609375	0.45054931640624996	0.23328450520833335	0.2597033442283163	0.011660927220394735	0.4338424970518868	0.14088792067307693	0.7635648133324795	0.011660927220394735	1.0	0.12837620785361842
mse_size	0.054919433593750004	0.013796997070312499	0.09552873883928571	0.12837620785361842	0.899932861328125	0.00881195068359375	0.6953887939453125	0.06510476505055147	0.20386178152901785	0.00604248046875	0.12837620785361842	1.0
