	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.21142578125	0.1248779296875
bxt_sgso	0.21142578125	1.0	0.1248779296875
bxt_sgso_us	0.1248779296875	0.1248779296875	1.0
