	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.350006103515625	0.979949951171875
bxt_sgso	0.350006103515625	1.0	0.979949951171875
bxt_sgso_us	0.979949951171875	0.979949951171875	1.0
