	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.747867907507945	0.4758453369140625	0.007457836254222974	0.0014173719618055555	0.1747386698820153	0.0004648061899038462	0.0005924000459558824	0.000201416015625	0.38701171874999996	0.0007049560546874999	0.000201416015625
ad_fixed	0.747867907507945	1.0	0.9692516326904297	0.0637481689453125	0.0018990652901785716	0.6788761533539871	0.00091552734375	0.0018990652901785716	0.0005924000459558824	0.6506090666118421	0.00091552734375	0.0004648061899038462
ad_random	0.4758453369140625	0.9692516326904297	1.0	0.013251053659539472	0.0016243227066532256	0.34176117519162735	0.0005924000459558824	0.0010845477764423077	0.000201416015625	0.1861715877757353	0.000201416015625	0.000201416015625
ad_size	0.007457836254222974	0.0637481689453125	0.013251053659539472	1.0	0.002405802408854167	0.110870361328125	0.0016243227066532256	0.0016243227066532256	0.0003662109375	0.1861715877757353	0.0010845477764423077	0.000201416015625
md_density	0.0014173719618055555	0.0018990652901785716	0.0016243227066532256	0.002405802408854167	1.0	0.0016243227066532256	0.10038012127543605	0.05675800030048077	0.09063720703125	0.0018990652901785716	0.150054931640625	0.09063720703125
md_fixed	0.1747386698820153	0.6788761533539871	0.34176117519162735	0.110870361328125	0.0016243227066532256	1.0	0.0007049560546874999	0.0010845477764423077	0.000201416015625	0.979949951171875	0.000201416015625	0.000201416015625
md_random	0.0004648061899038462	0.00091552734375	0.0005924000459558824	0.0016243227066532256	0.10038012127543605	0.0007049560546874999	1.0	0.7762908935546875	0.20188082181490385	0.0010845477764423077	0.832400414251512	0.150054931640625
md_size	0.0005924000459558824	0.0018990652901785716	0.0010845477764423077	0.0016243227066532256	0.05675800030048077	0.0010845477764423077	0.7762908935546875	1.0	0.9427868071056548	0.0018990652901785716	0.3640407986111111	0.832400414251512
mse_density	0.000201416015625	0.0005924000459558824	0.000201416015625	0.0003662109375	0.09063720703125	0.000201416015625	0.20188082181490385	0.9427868071056548	1.0	0.0005924000459558824	0.1747386698820153	0.979949951171875
mse_fixed	0.38701171874999996	0.6506090666118421	0.1861715877757353	0.1861715877757353	0.0018990652901785716	0.979949951171875	0.0010845477764423077	0.0018990652901785716	0.0005924000459558824	1.0	0.0007049560546874999	0.000201416015625
mse_random	0.0007049560546874999	0.00091552734375	0.000201416015625	0.0010845477764423077	0.150054931640625	0.000201416015625	0.832400414251512	0.3640407986111111	0.1747386698820153	0.0007049560546874999	1.0	0.1747386698820153
mse_size	0.000201416015625	0.0004648061899038462	0.000201416015625	0.000201416015625	0.09063720703125	0.000201416015625	0.150054931640625	0.832400414251512	0.979949951171875	0.000201416015625	0.1747386698820153	1.0
