	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	1.0	0.249755859375	0.8171149359809027	0.02215576171875	0.7890365275930851	0.27610107421875	0.5202198028564453	0.06591796875	0.2158172607421875	0.1267371544471154	0.8171149359809027
ad_fixed	1.0	1.0	0.6050961143092105	0.8171483090049342	0.0276947021484375	0.9692516326904297	0.21148681640625003	0.7117948310319767	0.2322998046875	0.2569732666015625	0.21148681640625003	0.8179168701171875
ad_random	0.249755859375	0.6050961143092105	1.0	0.4922347530241935	0.03941999162946429	0.6050961143092105	0.8171149359809027	0.8179168701171875	0.8171483090049342	0.8171149359809027	0.3888075086805555	0.7746459960937501
ad_size	0.8171149359809027	0.8171483090049342	0.4922347530241935	1.0	0.05594889322916667	0.5912679036458334	0.3651827298677885	0.9427868071056548	0.42418212890625	0.1821376255580357	0.2158172607421875	0.7890365275930851
md_density	0.02215576171875	0.0276947021484375	0.03941999162946429	0.05594889322916667	1.0	0.05594889322916667	0.03692626953125	0.060626220703125	0.01007080078125	0.01007080078125	0.03544921875	0.08526611328125
md_fixed	0.7890365275930851	0.9692516326904297	0.6050961143092105	0.5912679036458334	0.05594889322916667	1.0	0.5781824448529412	0.9157606555569556	0.8171483090049342	0.54888916015625	0.42418212890625	0.6973415467797256
md_random	0.27610107421875	0.21148681640625003	0.8171149359809027	0.3651827298677885	0.03692626953125	0.5781824448529412	1.0	0.42418212890625	0.8171149359809027	1.0	0.8881785908683402	0.2089691162109375
md_size	0.5202198028564453	0.7117948310319767	0.8179168701171875	0.9427868071056548	0.060626220703125	0.9157606555569556	0.42418212890625	1.0	0.7746459960937501	0.6661834716796875	0.2569732666015625	0.8171149359809027
mse_density	0.06591796875	0.2322998046875	0.8171483090049342	0.42418212890625	0.01007080078125	0.8171483090049342	0.8171149359809027	0.7746459960937501	1.0	0.6353900615985577	0.8179168701171875	0.5912679036458334
mse_fixed	0.2158172607421875	0.2569732666015625	0.8171149359809027	0.1821376255580357	0.01007080078125	0.54888916015625	1.0	0.6661834716796875	0.6353900615985577	1.0	0.8171149359809027	0.7117948310319767
mse_random	0.1267371544471154	0.21148681640625003	0.3888075086805555	0.2158172607421875	0.03544921875	0.42418212890625	0.8881785908683402	0.2569732666015625	0.8179168701171875	0.8171149359809027	1.0	0.2089691162109375
mse_size	0.8171149359809027	0.8179168701171875	0.7746459960937501	0.7890365275930851	0.08526611328125	0.6973415467797256	0.2089691162109375	0.8171149359809027	0.5912679036458334	0.7117948310319767	0.2089691162109375	1.0
