	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.9692516326904297	0.9307731253201845	0.6907862613075658	0.0001549353966346154	0.0196380615234375	0.0001549353966346154	0.0007459852430555555	0.004664370888157895	0.4844970703125	0.00093994140625	0.0001549353966346154
ad_fixed	0.9692516326904297	1.0	0.8601470947265625	0.9692516326904297	0.0001549353966346154	0.014434814453125	0.0004378609035326087	0.00028773716517857144	0.012281464367378049	0.34833350548377406	0.0004378609035326087	0.00028773716517857144
ad_random	0.9307731253201845	0.8601470947265625	1.0	0.8461209001212284	0.0001549353966346154	0.00058746337890625	0.00025177001953125	0.0018990652901785716	0.00568096454326923	0.37090949292452835	0.0018990652901785716	0.0001549353966346154
ad_size	0.6907862613075658	0.9692516326904297	0.8461209001212284	1.0	0.00025177001953125	0.046115875244140625	0.0007459852430555555	0.00152587890625	0.0520393215880102	0.8601470947265625	0.016862736191860465	0.002405802408854167
md_density	0.0001549353966346154	0.0001549353966346154	0.0001549353966346154	0.00025177001953125	1.0	0.0001549353966346154	0.00093994140625	0.0007459852430555555	0.00028773716517857144	0.0001549353966346154	0.00025177001953125	0.00093994140625
md_fixed	0.0196380615234375	0.014434814453125	0.00058746337890625	0.046115875244140625	0.0001549353966346154	1.0	0.0001549353966346154	0.0001549353966346154	0.0001549353966346154	0.00028773716517857144	0.0001549353966346154	0.0001549353966346154
md_random	0.0001549353966346154	0.0004378609035326087	0.00025177001953125	0.0007459852430555555	0.00093994140625	0.0001549353966346154	1.0	0.9579930459299395	0.046115875244140625	0.00152587890625	0.3941786024305555	0.979949951171875
md_size	0.0007459852430555555	0.00028773716517857144	0.0018990652901785716	0.00152587890625	0.0007459852430555555	0.0001549353966346154	0.9579930459299395	1.0	0.046115875244140625	0.004664370888157895	0.5838906424386161	0.979949951171875
mse_density	0.004664370888157895	0.012281464367378049	0.00568096454326923	0.0520393215880102	0.00028773716517857144	0.0001549353966346154	0.046115875244140625	0.046115875244140625	1.0	0.0068984985351562495	0.2099560546875	0.026765950520833335
mse_fixed	0.4844970703125	0.34833350548377406	0.37090949292452835	0.8601470947265625	0.0001549353966346154	0.00028773716517857144	0.00152587890625	0.004664370888157895	0.0068984985351562495	1.0	0.0012344852570564514	0.00028773716517857144
mse_random	0.00093994140625	0.0004378609035326087	0.0018990652901785716	0.016862736191860465	0.00025177001953125	0.0001549353966346154	0.3941786024305555	0.5838906424386161	0.2099560546875	0.0012344852570564514	1.0	0.29920151654411764
mse_size	0.0001549353966346154	0.00028773716517857144	0.0001549353966346154	0.002405802408854167	0.00093994140625	0.0001549353966346154	0.979949951171875	0.979949951171875	0.026765950520833335	0.00028773716517857144	0.29920151654411764	1.0
