	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.00128173828125	0.0062713623046875
bxt_sgso	0.00128173828125	1.0	0.322509765625
bxt_sgso_us	0.0062713623046875	0.322509765625	1.0
