	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.22174072265625	0.3783416748046875
bxt_sgso	0.22174072265625	1.0	0.433197021484375
bxt_sgso_us	0.3783416748046875	0.433197021484375	1.0
